source_id,source_row,publication_date_jalali,location_raw,district_reported,area_m2,age_raw,age_years,price_per_m2_million_toman_raw,price_per_m2_toman,source_url,measure,retrieved_on
111526,31,1402-06-05,پونک. ایران زمین شمالی,,105,18,18,120,120000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,32,1402-06-05,جمهوری. خیابان چنگیزی,,50,30,30,62,62000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,33,1402-06-05,شهران شمالی. کوهسار,,58,17,17,105,105000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,34,1402-06-05,اشرفی اصفهانی. شهرک نفت,,94,26,26,104.2,104200000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,35,1402-06-05,هروی. گلزار,,87,2,2,150,150000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,36,1402-06-05,پیروزی. 21 متری دهقان,,75,20,20,56,56000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,37,1402-06-05,تهرانپارس. 196 غربی,,52,16,16,67.3,67300000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
111526,38,1402-06-05,ظفر. نونهالان,,144,نوساز,,150,150000000,https://www.iranjib.ir/showprint/111526/,asking_price,2026-09-12
147516,1,1405-06-17,دردشت,8,75,10,10,225,225000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,2,1405-06-17,دردشت,8,100,10,10,230,230000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,3,1405-06-17,هفت حوض,8,90,15,15,254,254000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,4,1405-06-17,هفت حوض,8,71,25,25,176,176000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,5,1405-06-17,نارمک,8,75,17,17,204,204000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,6,1405-06-17,نارمک,8,98,16,16,250,250000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,7,1405-06-17,نارمک,8,83,11,11,290,290000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,8,1405-06-17,مجیدیه,8,85,20,20,168,168000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,9,1405-06-17,مجیدیه,8,70,25,25,200,200000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,10,1405-06-17,مدائن,8,90,22,22,250,250000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,11,1405-06-17,مدائن,8,80,20,20,257,257000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,12,1405-06-17,فدک,8,84,12,12,248,248000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,13,1405-06-17,کرمان,8,77,13,13,240,240000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,14,1405-06-17,لشکر,8,80,12,12,160,160000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,15,1405-06-17,سبلان,8,77,21,21,141,141000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,16,1405-06-17,تسلیحات,8,80,14,14,147,147000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,17,1405-06-17,تسلیحات,8,73,12,12,133,133000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,18,1405-06-17,وحیدیه,8,80,25,25,170,170000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,19,1405-06-17,زرکش,8,72,10,10,166,166000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,20,1405-06-17,نیروی هوایی,13,85,20,20,200,200000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,21,1405-06-17,نیروی هوایی,13,90,11,11,257,257000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,22,1405-06-17,نیروی هوایی,13,78,25,25,198,198000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,23,1405-06-17,پیروزی,13,71,22,22,140,140000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,24,1405-06-17,پیروزی,13,85,19,19,164,164000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,25,1405-06-17,پیروزی,13,91,11,11,186,186000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,26,1405-06-17,امامت,13,70,19,19,180,180000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,27,1405-06-17,امامت,13,93,22,22,204,204000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,28,1405-06-17,امامت,13,82,18,18,182,182000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,29,1405-06-17,اسدی,13,80,24,24,150,150000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,30,1405-06-17,اسدی,13,70,11,11,175,175000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,31,1405-06-17,تهران نو,13,80,12,12,218,218000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,32,1405-06-17,تهران نو,13,98,11,11,188,188000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,33,1405-06-17,تهران نو,13,77,24,24,210,210000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,34,1405-06-17,قاسم‌آباد,13,80,12,12,185,185000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,35,1405-06-17,قاسم‌آباد,13,90,25,25,155,155000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,36,1405-06-17,دهقان,13,80,25,25,156,156000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,37,1405-06-17,دهقان,13,95,11,11,215,215000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,38,1405-06-17,شکوفه,13,83,11,11,192,192000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,39,1405-06-17,شکوفه,13,92,19,19,195,195000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,40,1405-06-17,شکوفه,13,100,11,11,157,157000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,41,1405-06-17,چهارصد دستگاه,14,71,22,22,140,140000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,42,1405-06-17,چهارصد دستگاه,14,91,11,11,180,180000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,43,1405-06-17,چهارصد دستگاه,14,72,17,17,140,140000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,44,1405-06-17,پیروزی,14,96,18,18,207,207000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,45,1405-06-17,پیروزی,14,80,20,20,187,187000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,46,1405-06-17,پیروزی,14,70,19,19,178,178000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,47,1405-06-17,تاکسیرانی,14,85,25,25,166,166000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,48,1405-06-17,دولاب,14,99,14,14,126,126000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,49,1405-06-17,دولاب,14,80,16,16,127,127000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,50,1405-06-17,آهنگ,14,92,21,21,161,161000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,51,1405-06-17,آهنگ,14,86,23,23,103,103000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,52,1405-06-17,آهنگ,14,71,18,18,180,180000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,53,1405-06-17,مینا,14,70,14,14,200,200000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
147516,54,1405-06-17,مینا,14,80,22,22,120,120000000,https://www.iranjib.ir/showprint/147516/,asking_price,2026-09-12
